feature,category,n_active,active_path,active_ben,inactive_path,inactive_ben,odds_ratio,log2_or,p_value,path_rate_active,ben_rate_active,q_value
1221,dna-private,26,22,4,8046,759,0.5188292319164802,-0.9466683285728665,0.2775668458116302,0.8461538461538461,0.15384615384615385,6.137591276259506e-74
1222,dna-private,16,12,4,8056,759,0.2826464746772592,-1.8229293918701623,0.04347584763160735,0.75,0.25,6.137591276259506e-74
1223,dna-private,23,16,7,8052,756,0.21460506706408347,-2.220243954757871,0.002500366431321196,0.6956521739130435,0.30434782608695654,6.137591276259506e-74
1224,dna-private,363,351,12,7717,751,2.846540106258909,1.5092094266896137,5.3598669134040126e-05,0.9669421487603306,0.03305785123966942,6.137591276259506e-74
1225,dna-private,178,175,3,7893,760,5.616791249630475,2.489746185555075,0.00020385755092182769,0.9831460674157303,0.016853932584269662,6.137591276259506e-74
1226,dna-private,59,50,9,8018,754,0.5224356309414927,-0.9366748005496942,0.0964140808248437,0.847457627118644,0.15254237288135594,6.137591276259506e-74
1227,dna-private,27,23,4,8045,759,0.5424798011187073,-0.8823586741383294,0.28746707582594033,0.8518518518518519,0.14814814814814814,1.3486175434808079e-64
1229,shared,15,13,2,8055,761,0.614090626939789,-0.7034765119492934,0.37647785138890716,0.8666666666666667,0.13333333333333333,1.3486175434808079e-64
1230,dna-private,70,66,4,8002,759,1.5650462384403898,0.6462052814283178,0.5213085110320503,0.9428571428571428,0.05714285714285714,6.388400221161359e-26
1231,dna-private,113,101,12,7967,751,0.7933873059704615,-0.333902780035843,0.4018509500325652,0.8938053097345132,0.10619469026548672,1.3486175434808079e-64
1232,dna-private,45,41,4,8027,759,0.9691977077363897,-0.04513710223311509,0.7939792105708714,0.9111111111111111,0.08888888888888889,6.388400221161359e-26
1233,dna-private,40,39,1,8029,762,3.7013326690746045,1.8880448082821413,0.2551092409239627,0.975,0.025,6.137591276259506e-74
1234,dead,21,19,2,8049,761,0.8981861100757859,-0.15491368303454628,0.7021801097644735,0.9047619047619048,0.09523809523809523,6.388400221161359e-26
1235,prot-private,17,16,1,8052,762,1.5141579731743666,0.5985157305719824,1.0,0.9411764705882353,0.058823529411764705,8.510575869671689e-13
1236,dna-private,42,37,5,8031,758,0.6984435313161499,-0.5177846154492549,0.40660776219771855,0.8809523809523809,0.11904761904761904,1.3486175434808079e-64
1237,prot-private,24,22,2,8046,761,1.0403927417350236,0.05712823951521257,1.0,0.9166666666666666,0.08333333333333333,8.510575869671689e-13
1238,prot-private,10,9,1,8059,762,0.8509740662613228,-0.2328129289529579,0.59509736615207,0.9,0.1,6.388400221161359e-26
1240,dna-private,89,87,2,7981,761,4.1477884976819945,2.052342330717,0.03375519962008937,0.9775280898876404,0.02247191011235955,6.137591276259506e-74
1241,prot-private,401,363,38,7705,725,0.8988524198230814,-0.15384383194768564,0.5243829810286088,0.9052369077306733,0.09476309226932668,6.388400221161359e-26
1243,dead,58,55,3,8013,760,1.738841049960481,0.7981260597781852,0.4820184269700901,0.9482758620689655,0.05172413793103448,1.3486175434808079e-64
1244,prot-private,15,14,1,8054,762,1.3245592252296996,0.40551235260517215,1.0,0.9333333333333333,0.06666666666666667,8.510575869671689e-13
1245,dna-private,11,10,1,8058,762,0.9456440804169769,-0.08063080776791416,1.0,0.9090909090909091,0.09090909090909091,8.510575869671689e-13
1246,dna-private,55,53,2,8015,761,2.5160948222083594,1.3311862930248344,0.23296433625348986,0.9636363636363636,0.03636363636363636,6.137591276259506e-74
1247,dead,19,19,0,8049,763,3.699173861730542,1.8872031089403754,0.4020724346383381,1.0,0.0,1.3486175434808079e-64
1248,dna-private,53,47,6,8021,757,0.739288534264223,-0.43579055634829733,0.45863866272651665,0.8867924528301887,0.11320754716981132,1.3486175434808079e-64
1250,prot-private,13,12,1,8056,762,1.1350546176762661,0.18276172020769355,1.0,0.9230769230769231,0.07692307692307693,0.00470690484633421
1251,dead,37,33,4,8035,759,0.7793092719352831,-0.3597321137885364,0.5570142951867847,0.8918918918918919,0.10810810810810811,6.388400221161359e-26
1252,shared,23,17,6,8051,757,0.2664058295035813,-1.9083024430191375,0.011466431173097915,0.7391304347826086,0.2608695652173913,6.137591276259506e-74
1253,prot-private,1242,1206,36,6862,727,3.5491839113960943,1.8274873338197122,3.9893096842797594e-18,0.9710144927536232,0.028985507246376812,6.137591276259506e-74
1254,dna-private,18,18,0,8050,763,3.509036705794671,1.8110750389315806,0.39580838671128105,1.0,0.0,1.3486175434808079e-64
1255,dna-private,228,219,9,7849,754,2.337537690576294,1.2249896272758356,0.008151429094506961,0.9605263157894737,0.039473684210526314,6.137591276259506e-74
1256,prot-private,230,214,16,7854,747,1.2721065699006875,0.34721953652398707,0.4062443320961797,0.9304347826086956,0.06956521739130435,1.3486175434808079e-64
1257,prot-private,374,343,31,7725,732,1.0484434700908236,0.06824907639088022,0.9249811650656081,0.9171122994652406,0.08288770053475936,1.499676973186056e-14
1258,dna-private,13,9,4,8059,759,0.21190594366546717,-2.2385040410308137,0.021001542276485385,0.6923076923076923,0.3076923076923077,6.137591276259506e-74
1259,shared,14,13,1,8055,762,1.2297951582867783,0.29841803204048295,1.0,0.9285714285714286,0.07142857142857142,0.00470690484633421
1260,dna-private,28,26,2,8042,761,1.2301666252176076,0.29885374084427707,1.0,0.9285714285714286,0.07142857142857142,1.499676973186056e-14
1261,dna-private,62,60,2,8008,761,2.8508991008991007,1.5114169802760704,0.17058989072962968,0.967741935483871,0.03225806451612903,6.137591276259506e-74
1263,dead,25,24,1,8044,762,2.2734957732471406,1.1849123219091262,0.7193889252568892,0.96,0.04,6.388400221161359e-26
1264,prot-private,14,14,0,8054,763,2.748960208579055,1.4588860238748205,0.6261069302735234,1.0,0.0,6.388400221161359e-26
1265,dna-private,49,43,6,8025,757,0.6760332294911734,-0.5648339329303544,0.31277567193929934,0.8775510204081632,0.12244897959183673,1.3486175434808079e-64
1266,dna-private,38,32,6,8036,757,0.5024058403849344,-0.9930748594687165,0.13725715750041734,0.8421052631578947,0.15789473684210525,6.137591276259506e-74
1267,dna-private,359,356,3,7712,760,11.69432918395574,3.547737202346228,6.973886403922441e-11,0.9916434540389972,0.008356545961002786,6.137591276259506e-74
1268,shared,59,59,0,8009,763,11.343591984518385,3.50380564148979,0.008745045888894699,1.0,0.0,6.137591276259506e-74
1269,dna-private,133,128,5,7940,758,2.4439294710327455,1.2892026512534092,0.04220704619443679,0.9624060150375939,0.03759398496240601,6.137591276259506e-74
1270,dna-private,29,27,2,8041,761,1.2776395970650416,0.3534809310772793,1.0,0.9310344827586207,0.06896551724137931,0.00470690484633421
1272,dead,40,37,3,8031,760,1.167143983729714,0.2229825488768074,1.0,0.925,0.075,0.00470690484633421
1273,dna-private,16,11,5,8057,758,0.20697530098051384,-2.2724694782688077,0.0092674991092931,0.6875,0.3125,6.137591276259506e-74
1274,prot-private,29,29,0,8039,763,5.603146961875739,2.486237332723165,0.17242845368326137,1.0,0.0,6.137591276259506e-74
1275,prot-private,118,118,0,7950,763,22.759511980378594,4.508397717952067,4.108182904159801e-05,1.0,0.0,6.137591276259506e-74
1276,dead,21,19,2,8049,761,0.8981861100757859,-0.15491368303454628,0.7021801097644735,0.9047619047619048,0.09523809523809523,6.388400221161359e-26
1277,dna-private,37,31,6,8037,757,0.48664509974700343,-1.0390580669120846,0.13025347875770235,0.8378378378378378,0.16216216216216217,6.137591276259506e-74
1280,shared,23,22,1,8046,762,2.08351976137211,1.059022783504989,0.716472396975913,0.9565217391304348,0.043478260869565216,6.388400221161359e-26
1281,dna-private,31,31,0,8037,763,5.984510108864697,2.581233153194096,0.10691894429686633,1.0,0.0,6.137591276259506e-74
1283,prot-private,22,20,2,8048,761,0.9455765407554672,-0.08073385141461938,0.7149840631017713,0.9090909090909091,0.09090909090909091,6.388400221161359e-26
1284,dna-private,105,102,3,7966,760,3.2437860908862666,1.6976786852171013,0.03379884034148464,0.9714285714285714,0.02857142857142857,6.137591276259506e-74
1285,dna-private,17,11,6,8057,757,0.17225187207811013,-2.537408432287962,0.002198420530932623,0.6470588235294118,0.35294117647058826,6.137591276259506e-74
1286,prot-private,40,34,6,8034,757,0.5339390921915194,-0.9052529155305519,0.15359564215460278,0.85,0.15,6.137591276259506e-74
1287,shared,26,24,2,8044,761,1.1352560914967678,0.1830177779193497,1.0,0.9230769230769231,0.07692307692307693,1.499676973186056e-14
1288,dna-private,15,15,0,8053,763,2.9389085490780404,1.5552804669020328,0.6340216938892271,1.0,0.0,6.388400221161359e-26
1289,prot-private,123,96,27,7972,736,0.32826002118525954,-1.6070890402243574,4.498063168295218e-06,0.7804878048780488,0.21951219512195122,6.137591276259506e-74
1290,dna-private,114,89,25,7979,738,0.3292743451560346,-1.6026379836768285,1.0287550094383175e-05,0.7807017543859649,0.21929824561403508,6.137591276259506e-74
1292,dna-private,11,10,1,8058,762,0.9456440804169769,-0.08063080776791416,1.0,0.9090909090909091,0.09090909090909091,1.499676973186056e-14
1293,prot-private,25,16,9,8052,754,0.16647347794888778,-2.5866357450949877,0.00014701349505559757,0.64,0.36,6.137591276259506e-74
1294,prot-private,38,35,3,8033,760,1.1037802398439769,0.14245296337799762,1.0,0.9210526315789473,0.07894736842105263,1.499676973186056e-14
1295,dna-private,15,12,3,8056,760,0.37735849056603776,-1.4059923596758368,0.13412797121574013,0.8,0.2,6.137591276259506e-74
1296,dna-private,59,52,7,8016,756,0.7005988023952096,-0.5133395728906478,0.3504617436888584,0.8813559322033898,0.11864406779661017,1.3486175434808079e-64
1297,dna-private,12,11,1,8057,762,1.0403375946382027,0.05705176594078467,1.0,0.9166666666666666,0.08333333333333333,1.499676973186056e-14
1298,dna-private,26,25,1,8043,762,2.36851920925028,1.2439853725643295,0.7222754442803372,0.9615384615384616,0.038461538461538464,6.388400221161359e-26
1299,dna-private,79,76,3,7992,760,2.4090757424090756,1.2684797532609589,0.15704646790986793,0.9620253164556962,0.0379746835443038,6.137591276259506e-74
1302,dna-private,32,26,6,8042,757,0.4079001906656719,-1.2937119133946928,0.05320593297080169,0.8125,0.1875,6.137591276259506e-74
1303,shared,37,33,4,8035,759,0.7793092719352831,-0.3597321137885364,0.5570142951867847,0.8918918918918919,0.10810810810810811,6.388400221161359e-26
1304,dna-private,71,67,4,8001,759,1.588957630296213,0.6680806556011564,0.5225147863081439,0.9436619718309859,0.056338028169014086,6.388400221161359e-26
1305,prot-private,173,147,26,7921,737,0.526055373738747,-0.9267134261424537,0.005617636619170957,0.8497109826589595,0.15028901734104047,6.137591276259506e-74
1306,dna-private,47,41,6,8027,757,0.6444292180557286,-0.6339061883840059,0.2943612407633644,0.8723404255319149,0.1276595744680851,1.3486175434808079e-64
1307,prot-private,21,20,1,8048,762,1.893638170974155,0.9211606925751572,1.0,0.9523809523809523,0.047619047619047616,1.499676973186056e-14
1308,dna-private,274,235,39,7833,724,0.5569467767859189,-0.8443886282480414,0.002013977192485402,0.8576642335766423,0.14233576642335766,6.137591276259506e-74
1309,dna-private,46,45,1,8023,762,4.273962358220117,2.0955742019031267,0.18116718400779847,0.9782608695652174,0.021739130434782608,6.137591276259506e-74
1310,dna-private,33,31,2,8037,761,1.4676496205051637,0.5535075873268854,1.0,0.9393939393939394,0.06060606060606061,1.499676973186056e-14
1311,dna-private,39,34,5,8034,758,0.6415733134179736,-0.640313961511398,0.3819673631645426,0.8717948717948718,0.1282051282051282,1.3486175434808079e-64
1312,dna-private,43,39,4,8029,759,0.9216901233030266,-0.11764630379571438,0.7852915920495436,0.9069767441860465,0.09302325581395349,6.388400221161359e-26
1313,shared,76,70,6,7998,757,1.1042343919313162,0.14304644039941267,1.0,0.9210526315789473,0.07894736842105263,1.499676973186056e-14
1315,dna-private,16,13,3,8055,760,0.40885578315745913,-1.2903360478430472,0.15504769204284768,0.8125,0.1875,6.137591276259506e-74
1316,dna-private,41,38,3,8030,760,1.198837691988377,0.2616363486487004,1.0,0.926829268292683,0.07317073170731707,1.499676973186056e-14
1317,dna-private,47,43,4,8025,759,1.016728971962617,0.02393515322053655,1.0,0.9148936170212766,0.0851063829787234,1.499676973186056e-14
1318,dna-private,25,23,2,8045,761,1.0878185208203854,0.12143789394974983,1.0,0.92,0.08,1.499676973186056e-14
1319,dna-private,68,63,5,8005,758,1.193104309806371,0.25472017938002645,1.0,0.9264705882352942,0.07352941176470588,1.499676973186056e-14
1320,dna-private,20,18,2,8050,761,0.850807453416149,-0.2330954229434839,0.689509959490357,0.9,0.1,6.388400221161359e-26
1321,dead,44,40,4,8028,759,0.945440956651719,-0.0809407310597884,0.7895081975499975,0.9090909090909091,0.09090909090909091,6.388400221161359e-26
1322,shared,23,20,3,8048,760,0.629555997349238,-0.667593387308373,0.4442764268572269,0.8695652173913043,0.13043478260869565,1.3486175434808079e-64
1323,dna-private,21,19,2,8049,761,0.8981861100757859,-0.15491368303454628,0.7021801097644735,0.9047619047619048,0.09523809523809523,6.388400221161359e-26
1324,dead,29,25,4,8043,759,0.589798582618426,-0.7617057395135263,0.31079880204109256,0.8620689655172413,0.13793103448275862,1.3486175434808079e-64
1325,prot-private,15,11,4,8057,759,0.2590604443341194,-1.948639346137071,0.03492376050102878,0.7333333333333333,0.26666666666666666,6.137591276259506e-74
1326,dna-private,130,124,6,7944,757,1.9693689157435381,0.9777333921230769,0.11476546474997948,0.9538461538461539,0.046153846153846156,6.137591276259506e-74
1327,prot-private,10,10,0,8058,763,1.9896382701495317,0.9925061627800148,1.0,1.0,0.0,0.003801376386235594
1328,dna-private,11,9,2,8059,761,0.424928651197419,-1.2347074729427345,0.24486416172403402,0.8181818181818182,0.18181818181818182,6.137591276259506e-74
1329,dna-private,49,41,8,8027,755,0.482044973215398,-1.0527603434361401,0.06883674654688149,0.8367346938775511,0.16326530612244897,6.137591276259506e-74
1330,prot-private,27,24,3,8044,760,0.7558428642466435,-0.40384175797440397,0.5034960913993611,0.8888888888888888,0.1111111111111111,1.3486175434808079e-64
1331,dna-private,21,13,8,8055,755,0.15231222842954686,-2.714896321240398,0.0002198507948276116,0.6190476190476191,0.38095238095238093,6.137591276259506e-74
1332,dna-private,21,17,4,8051,759,0.4006645137250031,-1.3195333568682468,0.10183922039866987,0.8095238095238095,0.19047619047619047,6.137591276259506e-74
1333,dna-private,19,19,0,8049,763,3.699173861730542,1.8872031089403754,0.4020724346383381,1.0,0.0,1.3486175434808079e-64
1334,dna-private,126,122,4,7946,759,2.913352630254216,1.5426803348902538,0.024233354198504198,0.9682539682539683,0.031746031746031744,6.137591276259506e-74
1335,dna-private,21,17,4,8051,759,0.4006645137250031,-1.3195333568682468,0.10183922039866987,0.8095238095238095,0.19047619047619047,6.137591276259506e-74
1336,prot-private,50,50,0,8018,763,9.61694830703997,3.265579164186367,0.020110596082810114,1.0,0.0,6.137591276259506e-74
1337,prot-private,284,279,5,7789,758,5.4302734625754265,2.4410248523882734,1.4741649578077023e-06,0.9823943661971831,0.017605633802816902,6.137591276259506e-74
1339,dna-private,12,9,3,8059,760,0.2829135128427845,-1.8215670088364881,0.07844382615057613,0.75,0.25,6.137591276259506e-74
1340,dna-private,41,40,1,8028,762,3.796711509715994,1.9247503810180673,0.2578854518887244,0.975609756097561,0.024390243902439025,6.137591276259506e-74
1341,dna-private,44,43,1,8025,762,4.082990654205608,2.029626265298392,0.17742282268571727,0.9772727272727273,0.022727272727272728,6.137591276259506e-74
1342,dna-private,44,42,2,8026,761,1.9911537503114876,0.9936046255023103,0.5852566852075065,0.9545454545454546,0.045454545454545456,6.388400221161359e-26
1344,dna-private,70,68,2,8000,761,3.23425,1.6934312000917977,0.08827945392995844,0.9714285714285714,0.02857142857142857,6.137591276259506e-74
1345,dna-private,52,41,11,8027,752,0.3491851365278549,-1.5179359446082412,0.004195174588771974,0.7884615384615384,0.21153846153846154,6.137591276259506e-74
1347,prot-private,369,356,13,7712,750,2.663182253431216,1.413151161978587,0.00013139215369962882,0.964769647696477,0.03523035230352303,6.137591276259506e-74
1348,dna-private,25,23,2,8045,761,1.0878185208203854,0.12143789394974983,1.0,0.92,0.08,1.499676973186056e-14
1349,dna-private,21,17,4,8051,759,0.4006645137250031,-1.3195333568682468,0.10183922039866987,0.8095238095238095,0.19047619047619047,6.137591276259506e-74
1350,dead,26,25,1,8043,762,2.36851920925028,1.2439853725643295,0.7222754442803372,0.9615384615384616,0.038461538461538464,6.388400221161359e-26
1351,dna-private,22,18,4,8050,759,0.42428571428571427,-1.236891991031563,0.11640137205561549,0.8181818181818182,0.18181818181818182,6.137591276259506e-74
1352,dna-private,91,83,8,7985,755,0.9809799624295554,-0.027704426739228936,0.8524089551850375,0.9120879120879121,0.08791208791208792,1.499676973186056e-14
1353,dna-private,425,423,2,7645,761,21.053172007848268,4.395965710375328,1.3590007714623492e-14,0.9952941176470588,0.004705882352941176,6.137591276259506e-74
1354,shared,24,23,1,8045,762,2.1784959602237413,1.1233324379395262,0.7174205323835983,0.9583333333333334,0.041666666666666664,6.388400221161359e-26
1356,dna-private,21,16,5,8052,758,0.3012419274714357,-1.7310055136376103,0.03013179244691118,0.7619047619047619,0.23809523809523808,6.137591276259506e-74
1357,dna-private,78,72,6,7996,757,1.1360680340170084,0.18404923396226008,1.0,0.9230769230769231,0.07692307692307693,8.510575869671689e-13
1358,prot-private,101,99,2,7969,761,4.727004642991592,2.2409262817512814,0.011420388591566043,0.9801980198019802,0.019801980198019802,6.137591276259506e-74
1359,dna-private,40,35,5,8033,758,0.6605253330013694,-0.5983142009480645,0.38935598611324007,0.875,0.125,1.3486175434808079e-64
1360,prot-private,104,97,7,7971,756,1.314264207753105,0.39425533113893346,0.5994964075925936,0.9326923076923077,0.0673076923076923,6.388400221161359e-26
1361,shared,23,23,0,8045,763,4.460195140140451,2.157106831570286,0.2566084918038831,1.0,0.0,6.137591276259506e-74
1362,dead,30,28,2,8040,761,1.3251243781094528,0.4061277794948587,1.0,0.9333333333333333,0.06666666666666667,1.499676973186056e-14
1363,dna-private,73,57,16,8011,747,0.33219167394832105,-1.5899121808405348,0.00039900932021114566,0.7808219178082192,0.2191780821917808,6.137591276259506e-74
1364,dna-private,78,73,5,7995,758,1.384215134459037,0.4690681837960523,0.6837466112500863,0.9358974358974359,0.0641025641025641,6.388400221161359e-26
1365,dna-private,782,761,21,7307,742,3.679850371789608,1.8796471053404933,3.1483852680908368e-12,0.9731457800511509,0.026854219948849106,6.137591276259506e-74
1366,dna-private,11,9,2,8059,761,0.424928651197419,-1.2347074729427345,0.24486416172403402,0.8181818181818182,0.18181818181818182,6.137591276259506e-74
1367,dna-private,44,39,5,8029,758,0.736380620251588,-0.44147643592745134,0.42666670038808,0.8863636363636364,0.11363636363636363,1.3486175434808079e-64
1368,prot-private,281,246,35,7822,728,0.6541549475837382,-0.6122956921399756,0.030000436610974398,0.8754448398576512,0.12455516014234876,6.137591276259506e-74
1369,prot-private,233,201,32,7867,731,0.5836524405745519,-0.7768185811347295,0.008758019194859655,0.8626609442060086,0.13733905579399142,6.137591276259506e-74
1370,dna-private,11,9,2,8059,761,0.424928651197419,-1.2347074729427345,0.24486416172403402,0.8181818181818182,0.18181818181818182,6.137591276259506e-74
1371,dna-private,19,17,2,8051,761,0.8034405663892684,-0.3157367887801676,0.677113499984792,0.8947368421052632,0.10526315789473684,6.388400221161359e-26
1372,dna-private,60,55,5,8013,758,1.040559091476351,0.0573588954521229,1.0,0.9166666666666666,0.08333333333333333,1.499676973186056e-14
1373,dead,15,15,0,8053,763,2.9389085490780404,1.5552804669020328,0.6340216938892271,1.0,0.0,6.388400221161359e-26
1374,dna-private,75,74,1,7994,762,7.053790342757067,2.8183986957018248,0.020306540350839876,0.9866666666666667,0.013333333333333334,6.137591276259506e-74
1376,dna-private,364,354,10,7714,753,3.455561317085818,1.7889200792388016,5.753212697775312e-06,0.9725274725274725,0.027472527472527472,6.137591276259506e-74
1378,dna-private,54,51,3,8017,760,1.6115754022701758,0.6884716906849924,0.6248836820460282,0.9444444444444444,0.05555555555555555,6.388400221161359e-26
1379,prot-private,23,22,1,8046,762,2.08351976137211,1.059022783504989,0.716472396975913,0.9565217391304348,0.043478260869565216,6.388400221161359e-26
1380,dna-private,20,15,5,8053,758,0.28237923755122313,-1.8242940791644837,0.024659972710545527,0.75,0.25,6.137591276259506e-74
1381,dna-private,33,28,5,8040,758,0.5279601990049752,-0.9214989207249574,0.20188821211829633,0.8484848484848485,0.15151515151515152,6.137591276259506e-74
1382,shared,37,37,0,8031,763,7.129739152088651,2.8338492953406753,0.07162832242165393,1.0,0.0,6.137591276259506e-74
1383,shared,22,17,5,8051,758,0.32010930319215003,-1.6433634889999837,0.03630953794241455,0.7727272727272727,0.22727272727272727,6.137591276259506e-74
1384,dna-private,84,74,10,7994,753,0.6970477858393795,-0.5206705320069313,0.3245760970795567,0.8809523809523809,0.11904761904761904,1.3486175434808079e-64
1385,dna-private,19,17,2,8051,761,0.8034405663892684,-0.3157367887801676,0.677113499984792,0.8947368421052632,0.10526315789473684,6.388400221161359e-26
1386,dna-private,41,29,12,8039,751,0.2257639839117635,-2.147112743303791,0.00011940203133688714,0.7073170731707317,0.2926829268292683,6.137591276259506e-74
1387,dead,21,19,2,8049,761,0.8981861100757859,-0.15491368303454628,0.7021801097644735,0.9047619047619048,0.09523809523809523,6.388400221161359e-26
1388,prot-private,43,18,25,8050,738,0.06600745341614907,-3.921227250161358,2.4129621513201423e-16,0.4186046511627907,0.5813953488372093,6.137591276259506e-74
1389,shared,19,16,3,8052,760,0.5033946017552575,-0.990238349311548,0.22277766157339868,0.8421052631578947,0.15789473684210525,6.137591276259506e-74
1390,prot-private,20,20,0,8048,763,3.8893582655153134,1.9595321337374263,0.4103003441798839,1.0,0.0,1.3486175434808079e-64
1391,shared,24,23,1,8045,762,2.1784959602237413,1.1233324379395262,0.7174205323835983,0.9583333333333334,0.041666666666666664,6.388400221161359e-26
1392,prot-private,162,160,2,7908,761,7.698533131006576,2.9445835826617,9.929887627945481e-05,0.9876543209876543,0.012345679012345678,6.137591276259506e-74
1393,dna-private,40,34,6,8034,757,0.5339390921915194,-0.9052529155305519,0.15359564215460278,0.85,0.15,6.137591276259506e-74
1394,shared,45,42,3,8026,760,1.3256915026164964,0.40674508960855665,1.0,0.9333333333333333,0.06666666666666667,1.499676973186056e-14
1396,dna-private,25,24,1,8044,762,2.2734957732471406,1.1849123219091262,0.7193889252568892,0.96,0.04,6.388400221161359e-26
1397,dna-private,62,52,10,8016,753,0.48847305389221557,-1.0336491152695504,0.0635114259913783,0.8387096774193549,0.16129032258064516,6.137591276259506e-74
1399,dna-private,22,19,3,8049,760,0.598003892823125,-0.7417732189283001,0.43163260794238584,0.8636363636363636,0.13636363636363635,1.3486175434808079e-64
1400,dna-private,47,40,7,8028,756,0.5381165919282511,-0.8940093043117862,0.12112503700560127,0.851063829787234,0.14893617021276595,6.137591276259506e-74
1401,dna-private,77,73,4,7995,759,1.7325515947467167,0.7928983159277891,0.4117546373776285,0.948051948051948,0.05194805194805195,1.3486175434808079e-64
1402,prot-private,137,136,1,7932,762,13.065052950075643,3.7076410665148134,8.983816318322354e-05,0.9927007299270073,0.0072992700729927005,6.137591276259506e-74
1403,dna-private,10,7,3,8061,760,0.21998924864574287,-2.1844950770669267,0.04865901572148691,0.7,0.3,6.137591276259506e-74
1404,prot-private,10,10,0,8058,763,1.9896382701495317,0.9925061627800148,1.0,1.0,0.0,1.499676973186056e-14
1405,dna-private,48,46,2,8022,761,2.181874844178509,1.1255683487460493,0.43485333151682726,0.9583333333333334,0.041666666666666664,1.3486175434808079e-64
1406,prot-private,272,261,11,7807,752,2.285501356591404,1.1925106752740897,0.004135192149481776,0.9595588235294118,0.04044117647058824,6.137591276259506e-74
1407,dna-private,31,28,3,8040,760,0.8822553897180763,-0.18073175639889522,0.7471571356606916,0.9032258064516129,0.0967741935483871,6.388400221161359e-26
1410,dna-private,10,8,2,8060,761,0.37766749379652603,-1.4048114799117843,0.21174867571160536,0.8,0.2,6.137591276259506e-74
1411,prot-private,24,21,3,8047,760,0.6611159438299987,-0.5970247869668049,0.45796208248726505,0.875,0.125,1.3486175434808079e-64
1412,dna-private,48,45,3,8023,760,1.4209148697494702,0.5068201220195966,0.7960332633665161,0.9375,0.0625,6.388400221161359e-26
1414,dna-private,63,59,4,8009,759,1.3978336871020103,0.4831927204655367,0.6558285694653705,0.9365079365079365,0.06349206349206349,6.388400221161359e-26
1415,shared,23,23,0,8045,763,4.460195140140451,2.157106831570286,0.2566084918038831,1.0,0.0,6.137591276259506e-74
1417,dna-private,36,34,2,8034,761,1.6102813044560618,0.6873127387084181,0.7660921570241743,0.9444444444444444,0.05555555555555555,6.388400221161359e-26
1419,dna-private,61,58,3,8010,760,1.8343736995422388,0.8752875754412913,0.4879568659629675,0.9508196721311475,0.04918032786885246,1.3486175434808079e-64
1420,dna-private,20,15,5,8053,758,0.28237923755122313,-1.8242940791644837,0.024659972710545527,0.75,0.25,6.137591276259506e-74
1421,prot-private,24,24,0,8044,763,4.650568711542047,2.2174071521673038,0.26199068748151555,1.0,0.0,6.137591276259506e-74
1422,dna-private,134,106,28,7962,735,0.34947249434815375,-1.5167491838620277,1.3220708163579015e-05,0.7910447761194029,0.208955223880597,6.137591276259506e-74
1423,dna-private,15,13,2,8055,761,0.614090626939789,-0.7034765119492934,0.37647785138890716,0.8666666666666667,0.13333333333333333,1.3486175434808079e-64
1424,dna-private,48,44,4,8024,759,1.0405034895314058,0.05728180344058294,1.0,0.9166666666666666,0.08333333333333333,1.499676973186056e-14
1425,dna-private,93,69,24,7999,739,0.265611326415802,-1.9126114263068177,7.190584372382146e-07,0.7419354838709677,0.25806451612903225,6.137591276259506e-74
1426,dna-private,47,46,1,8022,762,4.369483919222139,2.127462892735826,0.18434086421492807,0.9787234042553191,0.02127659574468085,6.137591276259506e-74
1427,dna-private,266,235,31,7833,732,0.7084172421887548,-0.49732876857183106,0.09508685670069383,0.8834586466165414,0.11654135338345864,6.137591276259506e-74
1428,dna-private,33,30,3,8038,760,0.9455088330430456,-0.08083715884043495,0.7604116415681585,0.9090909090909091,0.09090909090909091,6.388400221161359e-26
1429,shared,39,36,3,8032,760,1.1354581673306774,0.18327455510133217,1.0,0.9230769230769231,0.07692307692307693,1.499676973186056e-14
1430,dna-private,149,129,20,7939,743,0.6036465549817357,-0.7282240198855134,0.053643183799031095,0.8657718120805369,0.1342281879194631,6.137591276259506e-74
1431,dna-private,74,68,6,8000,757,1.0724166666666666,0.1008655458528277,1.0,0.918918918918919,0.08108108108108109,1.499676973186056e-14
1432,dna-private,72,66,6,8002,757,1.040614846288428,0.05743619527742707,1.0,0.9166666666666666,0.08333333333333333,1.499676973186056e-14
1433,dna-private,15,14,1,8054,762,1.3245592252296996,0.40551235260517215,1.0,0.9333333333333333,0.06666666666666667,1.499676973186056e-14
1436,dna-private,90,80,10,7988,753,0.7541311967951928,-0.4071125627720444,0.34967204023350296,0.8888888888888888,0.1111111111111111,1.3486175434808079e-64
1437,dna-private,14,9,5,8059,758,0.1693014021590768,-2.562334173162551,0.004911449152307102,0.6428571428571429,0.35714285714285715,6.137591276259506e-74
1438,dna-private,24,20,4,8048,759,0.47154572564612324,-1.0845304195026986,0.14800296197823892,0.8333333333333334,0.16666666666666666,6.137591276259506e-74
1439,dna-private,11,9,2,8059,761,0.424928651197419,-1.2347074729427345,0.24486416172403402,0.8181818181818182,0.18181818181818182,6.137591276259506e-74
1440,dna-private,81,75,6,7993,757,1.1838483673214062,0.24348430586321831,0.8434044002290152,0.9259259259259259,0.07407407407407407,1.499676973186056e-14
1441,dna-private,39,38,1,8030,762,3.605977584059776,1.8503904285322308,0.2534186687730674,0.9743589743589743,0.02564102564102564,6.137591276259506e-74
