feature,n_active,path_rate,modality,modality_ratio,concept,specificity,top_gene,top_gene_frac,top_family,top_family_frac,top_sub,top_sub_frac,gly_from,cys_from,cys_to,pro_to,mean_hydro_change,mean_charge_change,mean_vol_change,pos_clustered,mean_pLI,top_go_1,top_go_2,top_go_3
6126,927,0.389,cross-mo,0.359,unresolved,0,SDR9C7,0.022,other,0.0,R>C,0.304,0.0,0.0,0.304,0.0,3.66,0.85,46.8,False,0.195,GO:0005829,GO:0005737,GO:0005634
6127,170,-1.0,cross-mo,0.58,mechanism:glycine-loss,2,PRB1,0.1,keratin,0.05,G>D,0.75,0.75,0.0,0.0,0.0,2.72,1.02,45.9,False,0.271,GO:0005634,GO:0005654,GO:0005737
6131,702,0.167,cross-mo,0.572,unresolved,0,GLA,0.057,ion_channel,0.057,G>S,0.2,0.314,0.0,0.057,0.114,2.54,0.3,39.8,False,0.291,GO:0005886,GO:0016020,GO:0005737
6135,829,0.647,cross-mo,0.562,unresolved,0,CALM1,0.073,transporter,0.024,F>L,0.732,0.0,0.0,0.024,0.0,1.09,0.0,30.5,False,0.235,GO:0005634,GO:0005886,GO:0005737
6137,1904,0.104,cross-mo,0.608,unresolved,0,WHAMM,0.021,transporter,0.032,R>H,0.263,0.0,0.0,0.042,0.074,3.71,0.8,40.7,False,0.269,GO:0005829,GO:0005886,GO:0005737
6139,603,0.0,cross-mo,0.611,benign-general,1,TCIRG1,0.033,transporter,0.267,A>V,0.933,0.067,0.0,0.0,0.0,2.55,0.0,53.3,False,0.075,GO:0005886,GO:0016020,GO:0004930
6140,334,0.0,cross-mo,0.592,benign-general,1,PHTF1,0.1,other,0.0,P>L,0.1,0.0,0.0,0.0,0.0,2.98,0.55,58.7,False,0.336,GO:0005886,GO:0005829,GO:0005789
6141,12,0.5,cross-mo,0.561,unresolved,0,CDH1,0.1,ion_channel,0.05,D>A,0.25,0.05,0.0,0.05,0.05,2.7,0.55,44.4,False,0.512,GO:0005886,GO:0016020,GO:0005737
6142,11,0.625,cross-mo,0.584,unresolved,0,GNB1,0.1,RAS_MAPK,0.05,D>G,0.25,0.1,0.0,0.05,0.05,2.51,0.7,54.3,False,0.369,GO:0005886,GO:0016020,GO:0005737
6143,47,-1.0,cross-mo,0.593,unresolved,0,ZNF578,0.1,other,0.0,K>N,0.45,0.0,0.0,0.0,0.0,0.76,0.65,33.2,False,0.052,GO:0005634,GO:0008270,GO:0000981
6145,415,-1.0,cross-mo,0.598,mechanism:glycine-loss,2,STAT3,0.1,other,0.0,G>R,0.9,1.0,0.0,0.05,0.0,3.86,0.9,112.8,False,0.407,GO:0005829,GO:0005634,GO:0005737
6146,28,0.091,cross-mo,0.581,unresolved,0,SLC8B1,0.05,transporter,0.15,T>A,0.95,0.0,0.0,0.0,0.0,2.5,0.0,28.7,False,0.26,GO:0005886,GO:0005737,GO:0005634
6147,11,0.9,cross-mo,0.539,unresolved,0,GLA,0.15,ion_channel,0.15,F>L,0.15,0.1,0.0,0.05,0.05,2.67,0.22,56.5,False,0.464,GO:0016020,GO:0005737,GO:0005886
6154,3446,0.037,cross-mo,0.596,benign-general,1,CSNK1E,0.017,ion_channel,0.041,R>Q,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.6,False,0.425,GO:0005634,GO:0005829,GO:0005654
6160,157,0.5,cross-mo,0.532,unresolved,0,CDHR1,0.05,other,0.0,S>L,0.15,0.0,0.0,0.15,0.0,3.38,0.65,51.1,False,0.273,GO:0005886,GO:0005829,GO:0005634
6161,112,0.333,cross-mo,0.56,unresolved,0,PCDHGC5,0.05,keratin,0.05,R>Q,0.45,0.0,0.0,0.0,0.1,1.7,0.72,28.5,False,0.139,GO:0005886,GO:0005829,GO:0005737
6162,38,0.571,cross-mo,0.565,unresolved,0,PRPS1,0.05,other,0.0,R>W,0.45,0.0,0.0,0.0,0.0,2.15,0.92,39.5,False,0.214,GO:0005737,GO:0005829,GO:0046872
6163,404,0.231,cross-mo,0.583,unresolved,0,SNTG2,0.05,keratin,0.05,H>R,0.3,0.0,0.05,0.05,0.0,1.94,0.45,42.5,False,0.237,GO:0005829,GO:0005886,GO:0005654
6164,956,0.0,protein-,0.651,benign-general,1,EGLN1,0.043,ion_channel,0.021,L>M,1.0,0.0,0.0,0.0,0.0,1.9,0.0,3.8,False,0.385,GO:0005634,GO:0005829,GO:0008270
6165,324,0.0,cross-mo,0.595,benign-general,1,ANKRD1,0.05,other,0.0,P>L,0.5,0.05,0.0,0.0,0.0,3.57,0.1,42.9,False,0.2,GO:0005829,GO:0005634,GO:0005737
6166,1519,0.353,dna-driv,0.332,unresolved,0,ZNF264,0.013,ion_channel,0.04,D>N,0.32,0.013,0.013,0.027,0.0,0.8,1.16,31.8,False,0.388,GO:0005634,GO:0005829,GO:0005654
6168,32,-1.0,cross-mo,0.569,unresolved,0,CACNB2,0.1,ion_channel,0.1,H>D,1.0,0.0,0.0,0.0,0.0,0.3,1.5,42.1,False,0.523,GO:0005634,GO:0000981,GO:0005654
6169,12,0.5,cross-mo,0.578,unresolved,0,BARD1,0.05,RAS_MAPK,0.05,I>T,0.45,0.05,0.0,0.05,0.05,4.09,0.2,58.2,False,0.439,GO:0005737,GO:0005654,GO:0005829
6170,97,-1.0,cross-mo,0.582,benign-general,1,ENG,0.05,ion_channel,0.05,W>C,0.3,0.0,0.0,0.3,0.0,2.26,0.25,112.3,False,0.201,GO:0016020,GO:0005789,GO:0005615
6174,38,1.0,cross-mo,0.573,unresolved,0,SOX9,0.2,other,0.0,P>L,0.3,0.0,0.0,0.0,0.0,2.59,0.18,30.8,False,0.718,GO:0005634,GO:0005654,GO:0000122
6177,15,-1.0,cross-mo,0.56,unresolved,0,CLINT1,0.05,keratin,0.15,C>S,0.75,0.0,0.75,0.0,0.0,2.89,0.0,23.8,False,0.111,GO:0005634,GO:0008270,GO:0006357
6180,258,0.545,cross-mo,0.602,unresolved,0,MSH2,0.1,ion_channel,0.05,N>K,1.0,0.0,0.0,0.0,0.0,0.4,1.0,54.5,False,0.473,GO:0005634,GO:0005654,GO:0005737
6181,3015,0.96,cross-mo,0.587,mechanism:charge-reversal,2,SLC26A4,0.02,transporter,0.047,N>K,0.687,0.0,0.0,0.0,0.0,1.1,1.03,49.2,False,0.204,GO:0005886,GO:0070062,GO:0005829
6183,1879,0.0,cross-mo,0.605,benign-general,1,FBXO43,0.022,other,0.0,I>V,1.0,0.0,0.0,0.0,0.0,0.3,0.0,26.7,False,0.324,GO:0005634,GO:0005654,GO:0008270
6187,13,0.667,cross-mo,0.558,unresolved,0,NR0B1,0.05,cardiac_sarcomere,0.05,P>A,0.3,0.05,0.05,0.05,0.0,3.16,0.18,44.9,False,0.293,GO:0005737,GO:0005654,GO:0005634
6188,18,-1.0,cross-mo,0.56,unresolved,0,BARD1,0.05,other,0.0,K>E,0.9,0.0,0.0,0.0,0.0,0.7,1.85,34.1,False,0.081,GO:0005634,GO:0005737,GO:0005829
6189,1006,0.957,cross-mo,0.596,mechanism:charge-reversal,2,KRAS,0.04,RAS_MAPK,0.04,K>E,1.0,0.0,0.0,0.0,0.0,0.4,2.0,30.2,False,0.307,GO:0005829,GO:0005737,GO:0005886
6191,923,0.167,cross-mo,0.59,unresolved,0,IFI16,0.022,other,0.0,P>S,1.0,0.0,0.0,0.0,0.0,0.8,0.0,23.7,False,0.251,GO:0005829,GO:0005886,GO:0005654
6194,32,-1.0,cross-mo,0.59,unresolved,0,MVK,0.05,keratin,0.05,P>S,0.9,0.0,0.0,0.0,0.0,0.81,0.0,21.7,False,0.196,GO:0005829,GO:0042802,GO:0070062
6196,3350,0.023,cross-mo,0.612,benign-general,1,N4BP1,0.012,transporter,0.018,T>A,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.199,GO:0005634,GO:0008270,GO:0005654
6197,514,0.0,cross-mo,0.611,benign-general,1,TTC14,0.04,transporter,0.12,R>C,0.16,0.04,0.0,0.16,0.12,3.48,0.58,46.0,False,0.353,GO:0016020,GO:0005634,GO:0042802
6198,47,-1.0,cross-mo,0.555,unresolved,0,LRRC31,0.1,transporter,0.05,I>T,0.15,0.3,0.0,0.05,0.0,2.95,0.15,64.6,False,0.364,GO:0005634,GO:0005737,GO:0045944
6201,4750,0.745,dna-driv,0.187,unresolved,0,RB1,0.017,transporter,0.034,R>G,0.338,0.008,0.021,0.0,0.316,3.56,0.5,71.2,False,0.304,GO:0005829,GO:0005737,GO:0005886
6202,419,-1.0,cross-mo,0.617,mechanism:hydrophobicity-switch,2,FAM229A,0.05,ion_channel,0.05,A>D,1.0,0.0,0.0,0.0,0.0,5.3,1.0,22.5,False,0.234,GO:0005886,GO:0005654,GO:0008270
6206,33,-1.0,cross-mo,0.518,unresolved,0,ASAH1,0.1,transporter,0.1,T>R,0.55,0.0,0.0,0.0,0.0,2.85,0.65,42.5,False,0.048,GO:0005886,GO:0070062,GO:0016020
6211,9333,0.514,cross-mo,0.58,unresolved,0,CTCF,0.006,transporter,0.045,A>T,0.077,0.092,0.004,0.056,0.043,2.75,0.42,44.3,False,0.262,GO:0005886,GO:0005829,GO:0005737
6212,85,0.429,cross-mo,0.572,unresolved,0,CBL,0.05,transporter,0.05,P>L,0.4,0.0,0.0,0.15,0.0,4.45,0.25,40.2,False,0.147,GO:0005829,GO:0005634,GO:0005886
6213,29,1.0,cross-mo,0.585,gene-family:RAS_MAPK,4,HRAS,0.15,RAS_MAPK,0.5,G>R,0.4,1.0,0.0,0.0,0.0,3.39,0.65,83.8,False,0.358,GO:0005525,GO:0003924,GO:0005886
6216,745,0.25,cross-mo,0.595,unresolved,0,OR2W3,0.027,transporter,0.054,R>W,0.324,0.0,0.0,0.297,0.135,4.59,0.95,54.3,False,0.185,GO:0005829,GO:0005737,GO:0005654
6217,31,-1.0,cross-mo,0.57,unresolved,0,HNRNPH2,0.1,ion_channel,0.1,G>S,0.15,0.15,0.1,0.05,0.0,1.97,0.65,45.7,False,0.279,GO:0005634,GO:0005654,GO:0005829
6220,24,0.625,cross-mo,0.568,unresolved,0,DAZAP2,0.05,transporter,0.05,P>S,0.15,0.0,0.0,0.05,0.0,3.01,0.52,31.7,False,0.178,GO:0005634,GO:0005886,GO:0005737
6221,10,0.909,cross-mo,0.558,unresolved,0,TMPRSS3,0.1,coagulation,0.1,W>C,0.2,0.1,0.0,0.2,0.1,2.34,0.2,76.2,False,0.199,GO:0016020,GO:0005886,GO:0005576
6224,2896,0.192,cross-mo,0.569,unresolved,0,HNRNPU,0.028,ion_channel,0.028,R>C,0.278,0.007,0.0,0.278,0.014,4.39,0.93,51.8,False,0.4,GO:0005634,GO:0005654,GO:0003723
6226,140,-1.0,cross-mo,0.584,benign-general,1,GCK,0.1,transporter,0.1,M>T,1.0,0.0,0.0,0.0,0.0,2.6,0.0,46.8,False,0.339,GO:0005829,GO:0070062,GO:0016020
6227,1952,0.139,dna-driv,0.309,unresolved,0,LDLR,0.021,transporter,0.052,V>L,0.247,0.01,0.01,0.021,0.041,1.17,0.22,19.6,False,0.137,GO:0005886,GO:0005737,GO:0005829
6228,1893,0.915,dna-driv,0.27,unresolved,0,ACTA1,0.074,ion_channel,0.053,G>V,0.277,0.362,0.021,0.053,0.0,3.31,0.39,54.0,False,0.524,GO:0005829,GO:0005634,GO:0005737
6231,473,0.071,cross-mo,0.595,benign-general,1,GC,0.043,transporter,0.043,D>E,0.957,0.0,0.0,0.0,0.0,0.33,0.04,26.2,False,0.123,GO:0005634,GO:0005829,GO:0005737
6232,102,-1.0,cross-mo,0.572,benign-general,1,POLH,0.05,transporter,0.05,L>V,0.65,0.0,0.0,0.0,0.0,0.84,0.0,29.7,False,0.317,GO:0005634,GO:0005737,GO:0005829
6234,2157,0.214,dna-driv,0.29,unresolved,0,RB1,0.019,transporter,0.019,N>S,0.131,0.009,0.0,0.0,0.075,2.31,0.34,37.8,False,0.233,GO:0005829,GO:0005886,GO:0005737
6235,11,0.917,cross-mo,0.545,unresolved,0,MSH2,0.1,transporter,0.1,R>W,0.25,0.1,0.2,0.05,0.05,2.68,0.42,70.5,False,0.454,GO:0016020,GO:0005634,GO:0005886
6236,415,-1.0,cross-mo,0.619,mechanism:glycine-loss,2,ISCU,0.05,coagulation,0.05,G>E,1.0,1.0,0.0,0.0,0.0,3.1,1.0,78.3,False,0.279,GO:0005829,GO:0005737,GO:0005634
6238,259,0.933,cross-mo,0.595,mechanism:disulfide-bond-loss,4,LDLR,0.5,other,0.0,C>S,0.35,0.0,1.0,0.0,0.0,3.51,0.2,48.4,False,0.1,GO:0016020,GO:0005886,GO:0009986
6239,225,0.9,cross-mo,0.569,unresolved,0,HMGCL,0.05,transporter,0.15,D>G,0.1,0.0,0.0,0.1,0.15,2.84,0.78,51.1,False,0.397,GO:0005886,GO:0016020,GO:0005829
6240,131,0.625,cross-mo,0.611,mechanism:glycine-loss,2,F11,0.15,coagulation,0.15,G>R,0.35,0.95,0.0,0.1,0.0,3.25,0.65,74.9,False,0.362,GO:0005886,GO:0005615,GO:0042802
6241,97,1.0,cross-mo,0.595,mechanism:charge-reversal,2,SHOX,0.3,other,0.0,R>C,0.2,0.0,0.0,0.2,0.0,4.05,0.98,35.8,False,0.638,GO:0005634,GO:0006357,GO:0000785
6242,1809,0.745,cross-mo,0.597,unresolved,0,SERPING1,0.033,ion_channel,0.033,L>P,0.222,0.0,0.0,0.033,0.233,4.86,0.35,41.4,False,0.322,GO:0005829,GO:0005634,GO:0005886
6243,8170,0.272,cross-mo,0.604,unresolved,0,GARIN2,0.007,transporter,0.066,V>M,0.603,0.0,0.0,0.0,0.0,2.4,0.01,26.6,False,0.18,GO:0005886,GO:0005829,GO:0005737
6244,109,0.833,cross-mo,0.589,unresolved,0,FAM20A,0.05,transporter,0.05,Y>H,0.45,0.0,0.0,0.2,0.0,2.22,0.38,66.0,False,0.141,GO:0016020,GO:0005886,GO:0005524
6246,475,0.308,cross-mo,0.365,unresolved,0,MATN3,0.087,other,0.0,M>L,0.217,0.13,0.043,0.043,0.0,2.9,0.33,39.5,True,0.006,GO:0005634,GO:0005739,GO:0005654
6247,842,0.471,cross-mo,0.583,unresolved,0,APOBEC3C,0.024,RAS_MAPK,0.048,T>I,0.19,0.238,0.0,0.119,0.0,4.07,0.36,51.3,False,0.225,GO:0005737,GO:0005886,GO:0005634
6250,421,-1.0,cross-mo,0.571,benign-general,1,C1QTNF6,0.048,other,0.0,R>S,0.19,0.0,0.0,0.0,0.0,2.61,0.64,46.9,False,0.154,GO:0005737,GO:0005886,GO:0005615
6255,509,0.0,cross-mo,0.597,benign-general,1,H1-4,0.2,cardiac_sarcomere,0.04,A>T,1.0,0.0,0.0,0.0,0.0,2.5,0.0,27.5,False,0.719,GO:0005634,GO:0006334,GO:0000786
6257,332,-1.0,cross-mo,0.607,benign-general,1,KCNQ2,0.1,ion_channel,0.2,R>P,0.5,0.0,0.0,0.15,0.5,4.53,1.0,58.0,False,0.411,GO:0005886,GO:0016020,GO:0071805
6260,429,0.5,cross-mo,0.582,unresolved,0,GLYATL1,0.048,other,0.0,E>Q,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,False,0.147,GO:0005829,GO:0005737,GO:0005739
6261,2631,0.071,cross-mo,0.592,benign-general,1,ETV6,0.015,keratin,0.008,N>S,0.107,0.076,0.015,0.023,0.038,2.88,0.43,35.5,False,0.311,GO:0005634,GO:0005829,GO:0005737
6267,78,0.375,cross-mo,0.574,unresolved,0,FOXG1,0.1,transporter,0.05,I>L,0.85,0.0,0.0,0.0,0.0,1.39,0.0,10.3,False,0.399,GO:0005886,GO:0005829,GO:0042802
6268,626,0.111,cross-mo,0.626,unresolved,0,HNRNPU,0.065,cardiac_sarcomere,0.032,E>Q,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.4,False,0.534,GO:0005829,GO:0005654,GO:0005634
6270,1046,0.286,cross-mo,0.397,unresolved,0,CLCNKB,0.038,ion_channel,0.019,R>W,0.692,0.0,0.0,0.269,0.0,4.43,0.97,56.4,False,0.049,GO:0005886,GO:0005829,GO:0005634
6272,96,0.0,cross-mo,0.591,benign-general,1,HNRNPU,0.15,ion_channel,0.05,D>E,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,False,0.474,GO:0005654,GO:0005634,GO:0005829
6273,150,1.0,cross-mo,0.466,mechanism:cysteine-gain,4,KCNH5,0.05,ion_channel,0.1,F>C,0.85,0.0,0.0,0.85,0.0,0.63,0.02,81.2,False,0.356,GO:0005634,GO:0005829,GO:0005654
6277,1231,0.143,cross-mo,0.589,unresolved,0,GDF6,0.016,transporter,0.033,E>K,0.066,0.033,0.098,0.033,0.082,2.41,0.46,41.1,False,0.222,GO:0005634,GO:0005737,GO:0005886
6279,97,1.0,cross-mo,0.589,mechanism:proline-introduction,3,ENG,0.1,other,0.0,L>P,1.0,0.0,0.0,0.0,1.0,5.4,0.0,54.0,False,0.309,GO:0005829,GO:0042802,GO:0005634
6280,14,1.0,cross-mo,0.583,mechanism:disulfide-bond-loss,4,KCNA2,0.05,RAS_MAPK,0.1,C>R,0.55,0.1,0.55,0.0,0.05,5.09,0.7,61.9,False,0.382,GO:0005829,GO:0005886,GO:0005737
6285,20,0.125,cross-mo,0.556,unresolved,0,CREB3L3,0.05,other,0.0,H>P,1.0,0.0,0.0,0.0,1.0,1.6,0.5,40.5,False,0.661,GO:0005634,GO:0005654,GO:0006357
6287,8249,0.575,dna-driv,0.173,unresolved,0,HNRNPU,0.01,transporter,0.017,T>I,0.049,0.036,0.036,0.049,0.022,2.75,0.45,45.4,False,0.275,GO:0005829,GO:0005634,GO:0005886
6290,22357,0.449,cross-mo,0.624,unresolved,0,MSH2,0.012,transporter,0.03,R>Q,0.049,0.033,0.023,0.038,0.015,2.4,0.45,44.4,False,0.261,GO:0005886,GO:0005829,GO:0005634
6291,291,0.091,cross-mo,0.584,benign-general,1,PRKCH,0.05,transporter,0.05,R>H,0.65,0.0,0.0,0.0,0.05,2.22,0.48,33.3,False,0.354,GO:0005634,GO:0005886,GO:0006357
6292,9277,0.26,cross-mo,0.591,unresolved,0,FGFR1,0.004,transporter,0.032,A>T,0.086,0.082,0.019,0.045,0.03,2.67,0.39,41.4,False,0.271,GO:0005886,GO:0005829,GO:0005634
6293,14,0.5,cross-mo,0.572,unresolved,0,CLINT1,0.05,RAS_MAPK,0.05,H>R,0.5,0.0,0.0,0.0,0.05,1.37,0.45,27.9,False,0.29,GO:0005829,GO:0005634,GO:0005654
6294,16254,0.617,cross-mo,0.613,unresolved,0,LDLR,0.01,transporter,0.031,G>S,0.058,0.179,0.026,0.065,0.036,3.11,0.39,50.0,False,0.275,GO:0005886,GO:0005829,GO:0005634
6295,44,-1.0,cross-mo,0.47,unresolved,0,MSH2,0.1,other,0.0,F>L,0.45,0.0,0.05,0.0,0.1,2.38,0.3,50.5,False,0.446,GO:0005524,GO:0005829,GO:0005739
6296,61,0.556,cross-mo,0.556,mechanism:hydrophobicity-switch,2,TP63,0.1,ion_channel,0.05,I>T,1.0,0.0,0.0,0.0,0.0,5.2,0.0,50.6,False,0.239,GO:0005737,GO:0005829,GO:0005886
6298,367,0.833,cross-mo,0.42,mechanism:charge-reversal,2,ITGB2,0.1,transporter,0.05,G>R,0.4,0.5,0.0,0.0,0.0,1.89,1.05,56.4,False,0.331,GO:0005829,GO:0070062,GO:0005886
6299,10,0.923,cross-mo,0.584,unresolved,0,ACTA1,0.35,RAS_MAPK,0.05,P>L,0.2,0.05,0.0,0.05,0.1,3.01,0.15,46.9,False,0.241,GO:0005829,GO:0070062,GO:0005524
6300,408,0.111,cross-mo,0.595,unresolved,0,ENG,0.05,coagulation,0.05,P>S,0.2,0.0,0.05,0.0,0.0,2.13,0.15,34.7,False,0.165,GO:0005615,GO:0005886,GO:0005634
6302,392,0.0,cross-mo,0.583,benign-general,1,DBF4,0.05,other,0.0,K>E,1.0,0.0,0.0,0.0,0.0,0.4,2.0,30.2,False,0.407,GO:0005634,GO:0005654,GO:0000785
6305,900,0.5,cross-mo,0.564,unresolved,0,NUPR1,0.022,transporter,0.022,S>C,0.089,0.044,0.022,0.156,0.0,2.96,0.34,44.3,False,0.358,GO:0005634,GO:0005654,GO:0005829
6307,26,0.929,cross-mo,0.581,unresolved,0,PRPH2,0.1,transporter,0.1,G>R,0.2,0.4,0.1,0.2,0.0,3.38,0.45,61.5,False,0.4,GO:0005886,GO:0005524,GO:0005634
6311,19,0.429,cross-mo,0.552,unresolved,0,HRAS,0.05,transporter,0.15,I>V,0.1,0.15,0.0,0.05,0.0,2.24,0.6,40.2,False,0.249,GO:0005886,GO:0005654,GO:0005737
6314,26,0.875,cross-mo,0.593,unresolved,0,OTC,0.1,transporter,0.05,F>V,0.3,0.05,0.0,0.1,0.05,2.28,0.12,45.8,False,0.324,GO:0005829,GO:0005886,GO:0005654
6315,12,0.923,cross-mo,0.577,unresolved,0,LMNA,0.15,keratin,0.2,R>C,0.2,0.0,0.0,0.2,0.2,2.98,0.65,41.9,False,0.315,GO:0005829,GO:0005634,GO:0005200
6316,17277,0.534,cross-mo,0.63,unresolved,0,IDS,0.009,transporter,0.041,A>T,0.046,0.082,0.053,0.021,0.045,2.89,0.41,50.0,False,0.291,GO:0005829,GO:0005737,GO:0005634
6317,689,0.556,cross-mo,0.592,unresolved,0,GLB1,0.059,transporter,0.059,R>H,0.853,0.0,0.0,0.029,0.029,1.57,0.56,24.6,False,0.238,GO:0005737,GO:0005886,GO:0016020
6320,285,0.071,cross-mo,0.403,benign-general,1,FRA10AC1,0.05,other,0.0,K>R,0.85,0.0,0.0,0.0,0.05,0.76,0.1,10.7,False,0.164,GO:0005634,GO:0005737,GO:0005829
6321,2715,0.289,cross-mo,0.567,mechanism:hydrophobicity-switch,2,LONP1,0.015,transporter,0.059,P>L,0.778,0.0,0.0,0.0,0.0,5.39,0.03,54.8,False,0.167,GO:0005886,GO:0005829,GO:0005737
6322,216,0.0,cross-mo,0.553,benign-general,1,FGFRL1,0.05,transporter,0.05,V>A,1.0,0.0,0.0,0.0,0.0,2.4,0.0,51.4,False,0.371,GO:0005634,GO:0005886,GO:0005794
6327,485,0.571,cross-mo,0.604,mechanism:glycine-loss,2,TRPV6,0.042,ion_channel,0.042,G>V,0.958,1.0,0.0,0.042,0.0,4.53,0.0,78.6,False,0.331,GO:0005634,GO:0005829,GO:0005654
6330,1914,0.933,cross-mo,0.614,mechanism:cysteine-gain,4,IDS,0.021,transporter,0.063,Y>C,1.0,0.0,0.0,1.0,0.0,3.8,0.0,85.1,False,0.259,GO:0005886,GO:0070062,GO:0005829
6331,137,0.375,cross-mo,0.586,unresolved,0,SDHA,0.05,coagulation,0.05,S>L,0.15,0.0,0.0,0.05,0.0,3.87,0.35,37.4,False,0.3,GO:0005654,GO:0005634,GO:0005829
6333,151,0.75,cross-mo,0.586,unresolved,0,PWP1,0.05,collagen,0.05,G>E,0.1,0.25,0.0,0.05,0.15,3.33,0.65,42.1,False,0.173,GO:0005886,GO:0005634,GO:0005737
6334,37,-1.0,cross-mo,0.583,mechanism:collagen-Gly-XY-disruption,5,COL9A2,0.2,collagen,0.6,G>A,0.3,1.0,0.0,0.05,0.0,2.58,0.35,54.7,False,0.119,GO:0031012,GO:0005576,GO:0005788
6337,280,0.071,cross-mo,0.614,mechanism:hydrophobicity-switch,2,OR2S2,0.05,transporter,0.05,T>I,1.0,0.0,0.0,0.0,0.0,5.2,0.0,50.6,False,0.077,GO:0005886,GO:0004930,GO:0004984
6338,505,0.917,cross-mo,0.567,mechanism:cysteine-gain,4,ACADM,0.08,transporter,0.08,Y>C,1.0,0.0,0.0,1.0,0.0,3.8,0.0,85.1,False,0.303,GO:0005737,GO:0005829,GO:0005634
6339,446,0.071,cross-mo,0.56,benign-general,1,SUSD1,0.045,other,0.0,P>A,0.091,0.136,0.0,0.0,0.091,2.58,0.36,39.5,False,0.106,GO:0016020,GO:0005886,GO:0005634
6341,18,1.0,cross-mo,0.559,mechanism:charge-reversal,2,LDLR,0.25,RAS_MAPK,0.05,D>N,0.85,0.0,0.0,0.05,0.0,0.32,0.85,12.2,False,0.167,GO:0005886,GO:0005509,GO:0016020
6342,473,0.7,cross-mo,0.436,mechanism:cysteine-gain,4,ADGRE1,0.043,transporter,0.043,Y>C,0.957,0.0,0.0,1.0,0.0,3.65,0.0,84.9,False,0.127,GO:0005634,GO:0005829,GO:0005654
6344,24,-1.0,cross-mo,0.564,mechanism:cysteine-gain,4,FKRP,0.1,other,0.0,R>C,0.95,0.0,0.0,0.95,0.0,6.74,0.98,63.7,False,0.032,GO:0005576,GO:0005615,GO:0042802
6347,1540,0.946,dna-driv,0.321,unresolved,0,STXBP1,0.026,transporter,0.052,G>R,0.169,0.273,0.0,0.052,0.013,1.85,0.58,53.8,False,0.384,GO:0005829,GO:0005886,GO:0005634
6349,48,-1.0,cross-mo,0.577,unresolved,0,PEX5,0.05,RAS_MAPK,0.05,D>G,1.0,0.0,0.0,0.0,0.0,3.1,1.0,51.0,False,0.259,GO:0005829,GO:0016020,GO:0042802
6352,279,0.0,cross-mo,0.579,benign-general,1,CDH15,0.05,transporter,0.1,A>T,0.85,0.0,0.0,0.0,0.0,2.46,0.02,29.6,False,0.124,GO:0005886,GO:0005634,GO:0070062
6356,183,0.714,cross-mo,0.411,unresolved,0,ST6GALNAC4,0.05,ion_channel,0.05,K>M,0.4,0.0,0.0,0.05,0.05,4.99,0.55,25.4,False,0.27,GO:0005829,GO:0070062,GO:0016020
6358,286,0.9,cross-mo,0.425,mechanism:charge-reversal,2,PTEN,0.1,transporter,0.05,G>E,0.45,0.6,0.0,0.05,0.0,4.06,0.9,53.5,False,0.447,GO:0005634,GO:0005829,GO:0005737
6360,18,1.0,cross-mo,0.551,unresolved,0,KRT5,0.15,keratin,0.4,Y>H,0.45,0.0,0.15,0.15,0.0,2.76,0.52,59.6,False,0.503,GO:0005829,GO:0005634,GO:0016020
6361,17,0.923,cross-mo,0.548,unresolved,0,EXT1,0.2,transporter,0.05,R>L,0.3,0.0,0.0,0.15,0.05,4.4,0.7,31.6,False,0.356,GO:0046872,GO:0005783,GO:0005789
6364,59,0.444,cross-mo,0.593,unresolved,0,PLOD3,0.05,other,0.0,D>N,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,False,0.003,GO:0005829,GO:0042802,GO:0005739
6365,17,0.0,cross-mo,0.573,unresolved,0,PCDHB6,0.1,RAS_MAPK,0.05,E>Q,0.65,0.0,0.0,0.0,0.0,0.27,0.88,12.7,False,0.124,GO:0005886,GO:0007155,GO:0005509
6368,13,0.444,cross-mo,0.569,mechanism:cysteine-gain,4,RAPSN,0.1,ion_channel,0.05,R>C,0.65,0.05,0.0,0.7,0.05,5.5,0.72,63.9,False,0.242,GO:0005886,GO:0005829,GO:0005737
6369,67,0.5,cross-mo,0.576,unresolved,0,LZTR1,0.05,other,0.0,R>Q,1.0,0.0,0.0,0.0,0.0,1.0,1.0,29.6,False,0.15,GO:0005829,GO:0005737,GO:0005634
6371,75,0.889,cross-mo,0.535,mechanism:cysteine-gain,4,CYP4F22,0.1,transporter,0.05,R>C,0.55,0.0,0.0,0.55,0.0,5.69,1.0,86.7,False,0.21,GO:0005829,GO:0016020,GO:0005789
6372,2642,0.145,cross-mo,0.558,unresolved,0,MSH2,0.023,transporter,0.045,I>V,0.848,0.0,0.0,0.0,0.0,0.74,0.0,26.3,False,0.233,GO:0005829,GO:0005886,GO:0005737
6373,1861,0.282,cross-mo,0.569,unresolved,0,IGSF21,0.032,transporter,0.043,T>M,0.86,0.0,0.0,0.0,0.0,2.88,0.0,46.0,False,0.235,GO:0005886,GO:0005829,GO:0005737
